filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
happy_015.mp3,0.457246333360672,0.022467229515314102,2313.4136215765398,2626.782969765661,4124.601950177742,0.05658451374782356,-537.2341918945312,91.82386016845703,35.459835052490234,8.019248008728027,4.944190502166748,2.1077721118927,-1.2560679912567139,-1.077185034751892,-0.5381156802177429,-0.4110497832298279,-0.7549152374267578,-2.303244113922119,-2.52968168258667,-0.7565279006958008,-0.1022205650806427,-0.6574894189834595,-0.3605966866016388,-0.1606885939836502,-1.2087620496749878,-1.5920723676681519,happy
happy_001.mp3,0.27425435185432434,0.05896046757698059,717.3335577201401,713.5425794522371,1129.112189631094,0.02644455301436448,-389.1577453613281,218.4320526123047,32.675010681152344,-19.545814514160156,3.4067816734313965,1.0099183320999146,-8.246800422668457,-7.168444633483887,-9.29992389678955,-7.032599925994873,-2.0301620960235596,-7.250138282775879,-12.127299308776855,-7.5177812576293945,-2.840759038925171,0.05682022497057915,4.290653228759766,5.12888240814209,2.6776506900787354,0.54619961977005,happy
happy_029.mp3,0.39348965883255005,0.0639212429523468,516.5445686468761,647.8945491619395,770.9336628971996,0.017521163577336043,-404.1029052734375,206.85069274902344,68.77593231201172,-2.2670090198516846,1.6023738384246826,12.050590515136719,3.020770311355591,-8.114262580871582,-11.573807716369629,-10.9592866897583,-10.26750373840332,-10.706476211547852,-8.817364692687988,-1.7540926933288574,4.350704193115234,2.414200782775879,-2.7767388820648193,-2.7745983600616455,-0.3094257712364197,-2.359100341796875,happy
happy_217.mp3,0.36055126786231995,0.08174045383930206,637.2717227462285,614.9211512074648,1020.3463934634359,0.027208856282646545,-369.3614196777344,211.1376190185547,57.493961334228516,-11.652443885803223,0.16946980357170105,15.187745094299316,8.49165153503418,-3.6443164348602295,-7.853086948394775,-3.720555543899536,-1.0132595300674438,-5.9587836265563965,-11.036362648010254,-7.450860023498535,0.4866270422935486,2.8386104106903076,-0.45869866013526917,-1.8937174081802368,-0.37633293867111206,-0.4834011197090149,happy
happy_203.mp3,0.33828240633010864,0.11064975708723068,640.259406169714,636.4968967338307,1122.0760936593151,0.024940884812100987,-322.9838562011719,259.45428466796875,33.2890510559082,-27.118906021118164,10.863489151000977,13.899226188659668,-0.2655222415924072,1.1945115327835083,0.15583984553813934,-3.8517649173736572,-1.6691887378692627,-1.4281843900680542,-3.6629579067230225,-0.9296377897262573,1.9007911682128906,-0.8087255954742432,-3.7394347190856934,-3.2122995853424072,-2.0630338191986084,-1.7268962860107422,happy
happy_161.mp3,0.29882121086120605,0.07423238456249237,593.8013592067405,599.6046247096818,913.3927356899303,0.023362968387260593,-379.6070861816406,205.49111938476562,61.26336669921875,-5.808669090270996,-2.902419328689575,0.6795443296432495,-4.64113187789917,-2.1346962451934814,3.141476631164551,4.32525634765625,3.341320276260376,-1.2158433198928833,-7.819411277770996,-7.766552448272705,-0.8913231492042542,3.3313021659851074,2.035179853439331,-0.6348540186882019,-2.476121187210083,-3.1605358123779297,happy
happy_175.mp3,0.28419414162635803,0.06293272227048874,832.6926423197397,730.0823470937332,1345.056598683256,0.03241133288595473,-395.6025085449219,214.1239776611328,22.873992919921875,-34.721500396728516,-1.126861333847046,9.324189186096191,-3.8014841079711914,-7.532136917114258,-4.770712852478027,-3.324241876602173,-4.403875350952148,-7.4200921058654785,-7.0684075355529785,-3.343888282775879,-2.6746602058410645,-4.350912570953369,-3.3521933555603027,-0.06190509349107742,3.144413471221924,5.761337757110596,happy
happy_149.mp3,0.40616291761398315,0.07597837597131729,507.62670730699807,553.4476330497833,862.2029504316599,0.01765123966192687,-386.1039123535156,237.70762634277344,64.24565124511719,-11.672051429748535,5.560352325439453,19.912107467651367,7.246252059936523,-4.737400531768799,-7.9004645347595215,-7.9626922607421875,-7.1598286628723145,-7.332843780517578,-6.899134635925293,-2.747575283050537,1.2377065420150757,0.15440873801708221,-2.6985533237457275,-2.7736189365386963,-2.401970863342285,-4.281832218170166,happy
happy_148.mp3,0.3854021430015564,0.07110290974378586,534.1772617547429,592.7314593390377,900.8077469801945,0.017881919254207776,-375.6888427734375,222.2208709716797,58.66963577270508,-12.651263236999512,5.025487899780273,18.956056594848633,5.51553201675415,-5.767665386199951,-6.979419231414795,-7.795862674713135,-10.22701358795166,-11.419012069702148,-9.32629680633545,-4.342658519744873,-0.8893304467201233,-1.819098711013794,-3.758387327194214,-3.3180713653564453,-2.3400747776031494,-3.1484854221343994,happy
happy_174.mp3,0.32804155349731445,0.0678868293762207,634.6348981294503,627.1384518104173,1070.0739705002177,0.022302522399158444,-373.7451477050781,234.55088806152344,38.023414611816406,-24.273494720458984,8.911626815795898,15.218215942382812,-4.333000659942627,-9.13709545135498,-7.1039042472839355,-8.421699523925781,-8.188088417053223,-8.372270584106445,-9.611311912536621,-8.321188926696777,-6.5726213455200195,-6.008674144744873,-5.074240207672119,-5.100777626037598,-5.626101970672607,-2.771160840988159,happy
